generation,best_individual_fitness,mean_fitness,tree
20,1052.2883735531937,1921.72860,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (+ NPT SLACK) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (- (min (+ RemProcTime NPT) (if TimeTillDue _10 PT)) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (min (exp (max (+ _10 PT) (- TimeInQueue SLACK))) (- (max _1 _1) PT))))"
21,1052.2883735531937,1535.79140,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (+ NPT SLACK) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (- (min (+ RemProcTime NPT) (if TimeTillDue _10 PT)) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (min (exp (max (+ _10 PT) (- TimeInQueue SLACK))) (- (max _1 _1) PT))))"
22,1052.2883735531937,1841.94217,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (+ NPT SLACK) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (- (min (+ RemProcTime NPT) (if TimeTillDue _10 PT)) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (- (exp _0) (if _1 PT OpsLeft))) (min (exp (max (+ _10 PT) (- TimeInQueue SLACK))) (- (max _1 _1) PT))))"
23,1052.2883465012844,1906.63767,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (/ _0 PT) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (/ (/ _2 _0.1) (/ _5 _0.1))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (max _1 _1) PT))))"
24,1050.8336477455962,1993.92433,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (/ _0 PT) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (/ (/ _2 _0.1) (/ _5 _0.1))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
25,1050.8336477455962,2147.01051,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (/ _0 PT) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (/ (/ _2 _0.1) (/ _5 _0.1))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
26,1050.8336477455962,1569.74514,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (/ _0 PT) (max _5 _0.5))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (/ (/ _2 _0.1) (/ _5 _0.1))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
27,1048.4074464533905,1935.92868,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (exp (* (/ _5 _1) (max PT _10)))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (max PT _10)))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- TimeInSystem PT))))"
28,1048.4074464533905,1876.76002,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (exp (* (/ _5 _1) (max PT _10)))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (max PT _10)))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- TimeInSystem PT))))"
29,1048.4074464533905,1835.69849,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (exp (* (/ _5 _1) (max PT _10)))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (max PT _10)))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- TimeInSystem PT))))"
30,1048.4074464533905,1595.57805,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
31,1048.4074464533905,1425.07870,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
32,1048.4074464533905,1647.60312,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (exp (* (/ _5 _1) (max PT _10)))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (max PT _10)))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- TimeInSystem PT))))"
33,1048.4074464533905,1702.92448,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (exp (* (/ _5 _1) (max PT _10)))) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (max PT _10)))) (max (- (- (min (+ RemProcTime NPT) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- TimeInSystem PT))))"
34,1048.4074365355782,1431.97518,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
35,1048.4074365355782,1782.60824,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
36,1048.4074365355782,1591.64066,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
37,1048.4074365355782,1660.35147,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
38,1048.4074365355782,1814.61536,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
39,1048.4074365355782,1519.86775,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
40,1048.4074365355782,1847.23101,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (exp _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
41,1048.4074365355782,1537.95892,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* _1 (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
42,1048.4074365355782,1735.42517,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ _5 _0.1) PT))))"
43,1048.407417133683,1720.56164,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
44,1048.407417133683,1729.16218,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
45,1048.407417133683,1603.27156,"(* (- PT (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
46,1048.407417133683,1306.32256,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
47,1048.407417133683,1867.58305,"(* (- PT (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
48,1048.407417133683,1595.01166,"(* (- (exp _0) (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if _1 PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
49,1048.407417133683,1584.47928,"(* (- PT (* (exp (* (/ _5 _1) (max PT _10))) (* (max (+ _10 PT) (min _10 _0)) (+ _10 (* (/ _5 _1) (max PT _10)))))) (max (- (- (min (+ RemProcTime TimeInQueue) (min (+ RemProcTime NPT) (if TimeTillDue _10 PT))) (- (exp _0) (if _1 PT OpsLeft))) (- (- (exp _0) (if _1 PT OpsLeft)) (if (* (/ _5 _1) (max PT _10)) PT OpsLeft))) (min OpsLeft (- (/ OpsLeft _0.1) PT))))"
