generation,best_individual_fitness,mean_fitness,tree
15,169.03233946550435,729.13937,"(* (* (exp (* (/ _5 _1) (max PT _10))) (* (if RemProcTime PT _0.5) (/ (/ _2 _0.1) (/ _5 _1)))) (+ (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (+ NPT SLACK))) (+ (if WINQ WINQ NPT) PT)) (min _0.5 (max PT _10))))"
16,169.03233946550435,593.17059,"(* (* (exp (* (/ _5 _1) (max PT _10))) (* (if RemProcTime PT _0.5) (/ (/ _2 _0.1) (/ _5 _1)))) (+ (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (+ NPT SLACK))) (+ (if WINQ WINQ NPT) PT)) (min _0.5 (max PT _10))))"
17,168.5452492113762,566.83300,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (max _5 _0.5))))"
18,168.5452492113762,442.93789,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (max _5 _0.5))))"
19,168.5452492113762,559.78600,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (max _5 _0.5))))"
20,168.5452492113762,636.74396,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (max _5 _0.5))))"
21,168.5452492113762,536.83168,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (max _5 _0.5))))"
22,168.23808693075736,547.94362,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
23,168.21427888000144,414.64038,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if RemProcTime PT _0.5))) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
24,168.21427888000144,321.66538,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if RemProcTime PT _0.5))) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
25,168.21427888000144,283.21219,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if RemProcTime PT _0.5))) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) _0.1) (max _5 _0.5) (+ _5 _10)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
26,167.53614502243644,286.31237,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
27,167.53614502243644,267.26221,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
28,167.53614502243644,297.15184,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
29,167.53614502243644,292.89515,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
30,167.53614502243644,268.78878,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
31,167.53614502243644,263.98853,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
32,167.53614502243644,260.18962,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
33,167.53614502243644,264.12312,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
34,167.53614502243644,256.30518,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)))) (if WINQ WINQ NPT))))"
35,167.53614502243644,232.53628,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if (max _5 _0.5) PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
36,167.53614502243644,270.75302,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
37,167.53614502243644,290.45295,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
38,167.53614502243644,233.63954,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if (min (if NPT TimeInSystem TimeInSystem) TimeInSystem) TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
39,167.53614502243644,294.73996,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (min (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ NPT SLACK))) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
40,167.53614502243644,255.81968,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
41,167.53614502243644,233.43199,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
42,167.53614502243644,335.94275,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
43,167.53614502243644,291.98646,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if (+ (if RemProcTime PT _0.5) (if (min NPT (+ NPT SLACK)) (max (+ NPT SLACK) _0.5) (max (* TimeTillDue RemProcTime) _2))) PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) (if WINQ WINQ NPT))))"
44,167.53614502243644,259.81356,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if PT PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
45,167.53614502243644,265.48289,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if (+ (if RemProcTime PT _0.5) (if (min NPT (+ NPT SLACK)) (max NPT _0.5) (if RemProcTime PT _0.5))) PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (min (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ NPT SLACK))) (if WINQ WINQ NPT))))"
46,167.53614502243644,294.35185,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
47,167.53614502243644,301.78700,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (+ NPT SLACK)) (max _5 _0.5) (if RemProcTime PT _0.5))) PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) (if WINQ WINQ NPT))))"
48,167.53614502243644,265.28251,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if (+ (if RemProcTime PT _0.5) (max (max _5 _0.5) _0.5)) PT _0.5) (- (min (if NPT TimeInSystem TimeInSystem) (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK))) (if WINQ WINQ NPT))))"
49,167.53614502243644,282.31535,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if RemProcTime PT _0.5) (if (min (if _0.5 LLD TimeInQueue) (if WINQ WINQ NPT)) (max _5 _0.5) (if RemProcTime PT _0.5)))) (+ (- (+ _5 TimeTillDue) (+ NPT SLACK)) PT)) (max (if RemProcTime PT _0.5) (- (min (if (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) TimeInSystem TimeInSystem) (+ NPT SLACK)) (if WINQ WINQ NPT))))"
